ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,pid_1,pid_2
RL,85.0,10625,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,BrkFace,292.0,4,3,PConc,4,3,0,6,866.0,1,0.0,132.0,998.0,GasA,5,Y,SBrkr,1006,1040,0,2046,1.0,0.0,2,1,3,1,4,8,7,1,4,BuiltIn,2003.0,2,3.0,871.0,3,3,Y,320,62,0,0,0,0,0,NONE,NONE,0,8,2008,WD ,284000,5,28
RL,70.0,9247,Pave,1,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,BrkFace,318.0,3,3,CBlock,3,3,0,3,319.0,1,0.0,539.0,858.0,GasA,5,Y,SBrkr,858,858,0,1716,0.0,0.0,1,1,4,1,3,8,7,1,4,Attchd,1962.0,3,2.0,490.0,3,3,Y,0,84,0,0,120,0,0,NONE,NONE,0,3,2008,WD ,171000,5,35
RL,96.0,10628,Pave,1,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1,0.0,835.0,835.0,GasA,5,Y,SBrkr,871,941,0,1812,0.0,0.0,2,1,3,1,4,8,7,0,0,BuiltIn,2004.0,2,2.0,478.0,3,3,Y,146,91,0,0,0,0,0,NONE,NONE,0,1,2009,WD ,193000,5,31
RL,93.56266694042569,11000,Pave,2,Lvl,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,5,6,1976,2003,Gable,CompShg,Plywood,None,0.0,3,3,PConc,4,3,0,2,1090.0,1,0.0,0.0,1090.0,GasA,3,Y,SBrkr,1178,0,0,1178,1.0,0.0,1,1,3,1,3,6,7,0,0,Attchd,1976.0,1,2.0,502.0,3,3,Y,0,44,0,0,88,0,0,MnPrv,NONE,0,6,2007,WD ,135000,9,23
RL,54.0,9399,Pave,0,Bnk,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2.5Unf,7,8,1919,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,818.0,818.0,GasA,3,Y,SBrkr,818,818,0,1636,0.0,0.0,1,1,4,1,4,7,7,1,4,Detchd,1919.0,1,1.0,288.0,2,3,N,0,0,212,0,0,0,0,NONE,NONE,0,9,2006,WD ,167000,9,09
RM,60.0,7200,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,576.0,576.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1952.0,2,1.0,528.0,3,3,Y,0,0,0,0,115,0,0,NONE,NONE,0,8,2006,COD,105000,9,02
RL,78.0,10264,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,183.0,4,3,PConc,4,3,2,5,1162.0,1,0.0,426.0,1588.0,GasA,5,Y,SBrkr,1588,0,0,1588,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,1999.0,2,2.0,472.0,3,3,Y,158,29,0,0,0,0,0,NONE,NONE,0,8,2006,WD ,214000,9,07
RL,112.40278578342958,13215,Pave,1,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,112.0,4,3,PConc,4,3,0,6,994.0,1,0.0,426.0,1420.0,GasA,5,Y,SBrkr,1426,488,0,1914,1.0,0.0,2,1,3,1,4,9,7,1,3,BuiltIn,2004.0,2,3.0,746.0,3,3,Y,168,127,0,0,0,0,0,NONE,NONE,0,2,2006,WD ,279000,5,28
RL,81.0,10530,Pave,0,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,BrkFace,248.0,3,3,CBlock,3,2,0,5,548.0,1,0.0,127.0,675.0,GasA,3,Y,SBrkr,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,7,1,3,Attchd,1975.0,2,2.0,485.0,3,3,Y,48,28,0,0,0,0,0,NONE,NONE,0,6,2006,WD ,184500,5,27
RM,50.0,6000,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,0,5,331.0,1,0.0,318.0,649.0,GasA,5,Y,SBrkr,679,504,0,1183,0.0,0.0,1,1,2,1,3,6,7,0,0,Detchd,1981.0,1,1.0,308.0,3,3,Y,0,176,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,120000,9,02
RL,70.0,7703,Pave,0,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,None,0.0,4,4,PConc,4,4,0,6,52.0,3,364.0,400.0,816.0,GasA,5,Y,SBrkr,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,7,0,0,Attchd,1992.0,2,2.0,528.0,3,3,Y,0,91,0,0,168,0,0,NONE,NONE,0,11,2009,WD ,171500,5,31
FV,35.0,4251,Pave,1,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,625.0,625.0,GasA,5,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,7,0,0,Detchd,2006.0,2,2.0,528.0,3,3,Y,0,54,0,0,0,0,0,NONE,NONE,0,6,2007,New,164700,5,33
RL,88.0,12128,Pave,1,Bnk,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,BrkFace,232.0,4,3,CBlock,4,3,0,5,549.0,1,0.0,319.0,868.0,GasA,5,Y,SBrkr,1313,1246,0,2559,0.0,0.0,2,1,4,1,5,9,7,1,3,Attchd,1989.0,2,2.0,506.0,3,3,Y,0,245,0,0,168,0,0,MnPrv,NONE,0,11,2006,WD ,209000,9,06
RM,24.61453456330758,3072,Pave,0,Lvl,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,BrkFace,18.0,4,3,PConc,4,3,0,6,1059.0,1,0.0,306.0,1365.0,GasA,5,Y,SBrkr,1548,0,0,1548,1.0,0.0,2,0,2,1,4,7,7,1,3,Attchd,2004.0,3,2.0,388.0,3,3,Y,143,20,0,0,0,0,0,NONE,NONE,0,9,2006,WD ,225000,5,28
RL,58.0,8410,Pave,0,Lvl,AllPub,FR2,0,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,None,0.0,3,2,PConc,3,3,0,1,0.0,1,0.0,658.0,658.0,GasA,3,Y,SBrkr,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,151,0,0,0,0,0,NONE,NONE,0,5,2006,WD ,81000,9,08
RL,49.0,15218,Pave,1,Lvl,AllPub,CulDSac,0,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,NONE,0.0,4,3,PConc,5,4,0,6,1562.0,1,0.0,108.0,1670.0,GasA,5,Y,SBrkr,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,7,1,4,Attchd,2006.0,2,3.0,928.0,3,3,Y,0,240,200,0,0,0,0,NONE,NONE,0,9,2006,New,336820,5,28
RL,115.09217918859052,14364,Pave,1,Low,AllPub,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,BrkFace,128.0,4,3,CBlock,4,3,3,6,1065.0,1,0.0,92.0,1157.0,GasA,5,Y,SBrkr,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,7,1,4,Attchd,1988.0,3,2.0,454.0,3,3,Y,60,55,0,0,154,0,0,NONE,NONE,0,4,2007,WD ,277000,9,06
RL,70.0,8680,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,1960,Hip,CompShg,CemntBd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,894.0,894.0,GasA,3,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1965.0,1,1.0,312.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,1,2007,WD ,117600,5,34
RL,80.0,9600,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,None,0.0,3,4,CBlock,3,3,0,4,120.0,1,0.0,736.0,856.0,GasA,5,Y,SBrkr,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,5,0,0,Attchd,1950.0,1,1.0,271.0,3,3,Y,0,0,0,0,0,0,0,MnPrv,NONE,0,9,2009,WD ,140000,5,34
RL,91.0,11778,Pave,0,Lvl,AllPub,Inside,0,CollgCr,PosN,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,Stone,402.0,5,3,PConc,5,3,2,6,1153.0,1,0.0,598.0,1751.0,GasA,5,Y,SBrkr,1766,0,0,1766,1.0,0.0,2,1,3,1,5,8,7,2,4,Attchd,2008.0,3,3.0,874.0,3,3,Y,216,36,0,0,0,0,0,NONE,NONE,0,12,2008,New,395039,9,06
RL,59.0,15810,Pave,1,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,NONE,0.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,SBrkr,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,7,0,0,Attchd,2007.0,1,2.0,572.0,3,3,Y,100,0,0,0,0,0,0,NONE,NONE,0,5,2007,New,181755,5,28
RL,91.0,11024,Pave,1,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,118.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1400.0,1400.0,GasA,5,Y,SBrkr,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2005.0,2,2.0,612.0,3,3,Y,144,55,0,0,0,0,0,NONE,NONE,0,10,2006,New,186800,5,31
RL,76.29610204141986,8970,Pave,1,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,2Story,5,6,1965,1965,Gable,CompShg,MetalSd,None,0.0,3,4,CBlock,3,3,0,5,388.0,1,0.0,356.0,744.0,GasA,3,Y,SBrkr,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,7,1,3,Attchd,1965.0,3,2.0,549.0,3,3,Y,0,40,264,0,0,0,0,MnPrv,NONE,0,6,2009,WD ,177500,5,34
RL,60.0,10800,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,656.0,656.0,GasA,3,Y,SBrkr,968,0,0,968,0.0,0.0,2,0,4,1,3,5,7,0,0,Detchd,1928.0,1,1.0,216.0,2,2,Y,0,0,0,0,0,0,0,NONE,NONE,0,8,2007,WD ,64500,5,35
FV,25.0,4835,Pave,1,Lvl,AllPub,CulDSac,0,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,None,0.0,4,3,PConc,5,3,2,6,1298.0,1,0.0,190.0,1488.0,GasA,5,Y,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2004.0,3,2.0,506.0,3,3,Y,168,50,0,0,0,0,0,NONE,NONE,0,3,2010,WD ,260000,5,33
RL,53.0,3710,Pave,0,Lvl,AllPub,Inside,0,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,16.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1266.0,1266.0,GasA,5,Y,SBrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2007.0,3,2.0,388.0,3,3,Y,100,16,0,0,0,0,0,NONE,NONE,0,8,2007,New,185485,5,28
RM,51.0,6120,Pave,0,Lvl,AllPub,Corner,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,4,209.0,1,0.0,506.0,715.0,GasA,3,Y,FuseA,875,0,0,875,1.0,0.0,1,0,2,1,3,5,7,0,0,Detchd,1931.0,1,1.0,180.0,2,3,Y,48,0,0,0,0,0,0,NONE,NONE,0,11,2009,WD ,105000,9,03
RL,80.0,9600,Pave,0,Lvl,AllPub,FR2,0,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,BrkFace,360.0,4,4,CBlock,3,3,0,1,0.0,1,0.0,528.0,528.0,GasA,5,Y,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1976.0,2,2.0,512.0,3,3,Y,113,100,0,0,0,0,0,NONE,NONE,0,8,2007,WD ,187000,5,33
RL,91.0,14145,Pave,0,Lvl,AllPub,Corner,0,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,None,0.0,4,3,CBlock,4,3,1,5,213.0,1,0.0,995.0,1208.0,GasA,5,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,7,0,0,Attchd,1984.0,2,2.0,440.0,3,3,Y,108,45,0,0,0,0,0,NONE,Shed,400,5,2006,WD ,202500,5,27
RL,70.0,9926,Pave,1,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,1178.0,1,0.0,436.0,1614.0,GasA,5,Y,SBrkr,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,3.0,878.0,3,3,Y,100,38,0,0,0,0,0,NONE,NONE,0,5,2007,WD ,245700,5,28
RL,50.0,8012,Pave,0,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,630.0,630.0,GasA,5,Y,SBrkr,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,7,2,3,Attchd,1980.0,2,1.0,283.0,3,3,Y,340,0,0,0,0,0,0,MnPrv,NONE,0,7,2007,WD ,128000,5,31
RL,80.0,10240,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,178.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1030.0,1030.0,GasA,4,Y,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,7,1,4,Attchd,2005.0,2,3.0,878.0,3,3,Y,192,52,0,0,0,0,0,NONE,NONE,0,3,2006,WD ,275500,5,28
RL,47.38625934766067,10762,Pave,1,Lvl,AllPub,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,None,344.0,4,3,PConc,4,3,0,6,694.0,1,0.0,284.0,978.0,GasA,5,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,7,1,3,Attchd,1999.0,3,2.0,490.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,5,2009,WD ,225000,5,27
RL,80.0,8000,Pave,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,None,0.0,3,3,CBlock,4,3,2,6,433.0,3,95.0,0.0,528.0,GasA,3,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,2,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,GdWo,NONE,0,7,2009,WD ,138000,5,35
RM,21.0,1680,Pave,0,Lvl,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,381.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,525.0,525.0,GasA,3,Y,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,0,Detchd,1971.0,1,1.0,264.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,3,2010,WD ,88000,5,27
RL,105.0,13693,Pave,0,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,772.0,5,3,PConc,4,3,2,1,0.0,1,0.0,2153.0,2153.0,GasA,5,Y,SBrkr,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,7,1,4,BuiltIn,2006.0,3,3.0,694.0,3,3,Y,414,84,0,0,0,0,0,NONE,NONE,0,3,2007,WD ,380000,5,28
FV,85.0,10625,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,292.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1660.0,1660.0,GasA,5,Y,SBrkr,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,7,1,4,Attchd,2007.0,3,3.0,660.0,3,3,Y,133,120,0,0,0,0,0,NONE,NONE,0,6,2008,WD ,256000,5,28
RL,60.0,7200,Pave,0,Lvl,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,234.0,3,486.0,180.0,900.0,GasA,3,Y,SBrkr,900,0,0,900,0.0,1.0,1,0,3,1,4,5,7,0,0,Detchd,2005.0,1,2.0,576.0,3,3,Y,222,32,0,0,0,0,0,NONE,NONE,0,5,2010,WD ,134800,5,35
RM,24.0,1612,Pave,0,Lvl,AllPub,Inside,0,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,561.0,561.0,GasA,3,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,7,1,3,Attchd,1980.0,3,2.0,462.0,3,3,Y,154,0,0,0,0,0,0,MnPrv,NONE,0,7,2009,WD ,121000,9,09
FV,84.0,10207,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,874.0,874.0,GasA,5,Y,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,7,0,0,Attchd,2007.0,3,2.0,578.0,3,3,Y,144,105,0,0,0,0,0,NONE,NONE,0,8,2007,New,227875,5,28
RL,64.0,10475,Pave,1,Lvl,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,Stone,72.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1694.0,1694.0,GasA,5,Y,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,3.0,776.0,3,3,Y,160,33,0,0,0,0,0,NONE,NONE,0,2,2010,WD ,245350,9,06
RM,33.0,5976,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,624.0,624.0,GasA,4,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,7,0,0,NONE,0.0,0,0.0,0.0,0,0,N,0,130,256,0,0,0,0,NONE,NONE,0,12,2006,WD ,93500,9,02
RL,85.0,10625,Pave,0,Lvl,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,108.0,1,0.0,350.0,458.0,GasA,2,N,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,3,5,7,0,0,Basment,1920.0,1,1.0,366.0,2,3,Y,0,0,77,0,0,0,0,NONE,Shed,400,5,2010,COD,83000,9,05
RL,451.7120502913806,53107,Pave,2,Low,AllPub,Corner,1,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,2,6,985.0,1,0.0,595.0,1580.0,GasA,5,Y,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,7,2,2,Attchd,1992.0,3,2.0,501.0,3,3,Y,216,231,0,0,0,0,0,NONE,NONE,0,6,2007,WD ,240000,9,06
RM,40.0,5680,Pave,0,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,592.0,592.0,GasA,3,N,FuseA,933,240,0,1173,0.0,0.0,2,0,3,1,3,7,7,0,0,Detchd,1920.0,1,1.0,240.0,3,2,Y,0,25,77,0,0,0,0,MnPrv,NONE,0,9,2007,WD ,113000,9,03
RL,66.0,12400,Pave,1,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,0,3,585.0,1,0.0,630.0,1215.0,GasA,3,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,1,1.0,297.0,3,3,Y,0,0,0,0,234,0,0,NONE,NONE,0,6,2009,WD ,155000,5,35
RL,65.0,6768,Pave,1,Lvl,AllPub,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,None,0.0,3,4,CBlock,3,3,1,6,832.0,1,0.0,80.0,912.0,GasA,4,Y,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,4,5,7,0,0,Detchd,1962.0,1,1.0,288.0,3,3,Y,168,0,0,0,0,0,0,GdPrv,NONE,0,5,2008,WD ,142000,5,32
RM,50.0,6000,Pave,0,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,None,0.0,4,3,PConc,3,3,0,1,0.0,1,0.0,884.0,884.0,GasA,4,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1926.0,1,1.0,180.0,3,3,Y,0,0,105,0,0,0,0,NONE,NONE,0,1,2009,WD ,119000,9,03
RL,75.0,12508,Pave,1,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,4,3,1,5,660.0,1,0.0,323.0,983.0,GasA,5,Y,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,4,0,0,Attchd,1989.0,1,1.0,423.0,3,3,Y,245,0,156,0,0,0,0,NONE,Shed,1300,7,2008,WD ,160000,9,23
RL,62.0,7415,Pave,1,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,3,3,0,6,759.0,1,0.0,80.0,839.0,GasA,5,Y,SBrkr,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,2004.0,3,2.0,398.0,3,3,Y,100,75,0,0,0,0,0,NONE,NONE,0,4,2008,WD ,193000,5,28
RL,88.0,11762,Pave,0,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,BrkFace,309.0,4,3,PConc,5,3,0,6,335.0,1,0.0,770.0,1105.0,GasA,5,Y,SBrkr,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,7,1,3,Attchd,1992.0,2,2.0,517.0,3,3,Y,0,65,0,0,144,0,0,NONE,NONE,0,9,2007,WD ,263000,5,28
RL,65.0,8767,Pave,1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,2,6,24.0,1,0.0,1286.0,1310.0,GasA,5,Y,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,7,1,4,Attchd,2005.0,3,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,NONE,NONE,0,7,2006,New,164990,9,07
RL,60.0,8190,Pave,0,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,732.0,1,0.0,216.0,948.0,GasA,5,Y,SBrkr,948,0,0,948,1.0,0.0,1,0,3,1,3,5,7,1,3,Detchd,1956.0,1,1.0,280.0,3,3,Y,0,36,0,0,0,0,0,NONE,NONE,0,10,2007,WD ,119000,9,08
FV,75.0,7500,Pave,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,Stone,238.0,4,3,PConc,4,3,0,6,24.0,1,0.0,1348.0,1372.0,GasA,5,Y,SBrkr,1448,0,0,1448,0.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,2,2.0,692.0,3,3,Y,0,140,0,0,0,0,0,NONE,NONE,0,6,2009,WD ,238500,5,28
RL,62.0,70761,Pave,1,Low,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,None,0.0,3,3,CBlock,4,3,3,5,655.0,1,0.0,878.0,1533.0,GasA,3,Y,SBrkr,1533,0,0,1533,1.0,0.0,2,0,2,1,4,5,7,2,3,Attchd,1975.0,1,2.0,576.0,3,3,Y,200,54,0,0,0,0,0,NONE,NONE,0,12,2006,WD ,280000,9,06
